# This file contains frame element data, the format is:
# sprite x y flipped next
599 -10 -20 f 0
691 -8 -14 f 6347
1 -9 -21 f 6348
601 -9 -21 f 6349
714 -12 0 f 0
691 -8 -13 f 6351
1 -9 -20 f 6352
601 -9 -20 f 6353
714 -12 1 f 0
689 -8 -14 n 6355
6 -7 -22 n 6356
599 -7 -20 n 6357
714 -5 0 n 0
689 -7 -14 n 6359
6 -6 -22 n 6360
599 -6 -20 n 6361
714 -4 0 n 0
438 -8 -15 n 6363
600 -9 -23 n 6364
8 -9 -25 n 6365
872 -9 -18 n 6366
714 -6 0 n 0
438 -8 -15 n 6368
600 -9 -23 n 6369
8 -9 -25 n 6370
873 -10 -23 n 6371
714 -6 0 n 0
438 -8 -15 n 6373
600 -9 -23 n 6374
8 -9 -25 n 6375
874 -9 -27 n 0
438 -8 -15 n 6377
600 -9 -23 n 6378
8 -9 -25 n 6379
872 -8 -9 n 6380
875 -9 -28 n 0
876 -8 -34 n 0
877 -8 -34 n 0
878 -9 -34 n 0
429 -8 -14 n 6385
6 -7 -24 f 6386
599 -6 -20 f 6387
872 -9 -19 n 6388
714 -6 0 n 0
429 -8 -14 n 6390
6 -7 -24 f 6391
599 -6 -20 f 6392
873 -9 -23 n 6393
714 -6 0 n 0
429 -8 -14 n 6395
6 -7 -24 f 6396
599 -6 -20 f 6397
874 -7 -27 n 0
876 -6 -34 n 0
877 -6 -34 n 0
878 -7 -32 n 0
424 -8 -16 f 6402
1 -8 -26 f 6403
601 -8 -24 f 6404
872 -9 -21 n 6405
714 -5 0 n 0
424 -8 -16 f 6407
1 -8 -26 f 6408
601 -8 -24 f 6409
873 -10 -25 n 6410
714 -5 0 n 0
424 -8 -16 f 6412
1 -8 -26 f 6413
601 -8 -24 f 6414
874 -9 -29 n 6415
714 -5 0 n 0
424 -8 -16 f 6417
1 -8 -26 f 6418
601 -8 -24 f 6419
875 -9 -30 n 0
876 -8 -36 n 0
877 -8 -36 n 0
878 -9 -35 n 0
429 -8 -14 f 6424
6 -8 -23 n 6425
599 -10 -20 n 6426
872 -8 -19 n 6427
714 -5 0 n 0
429 -8 -14 f 6429
6 -8 -23 n 6430
599 -10 -20 n 6431
873 -10 -23 n 6432
714 -5 0 n 0
429 -8 -14 f 6434
6 -8 -23 n 6435
599 -10 -20 n 6436
874 -9 -27 n 0
429 -8 -14 f 6438
6 -8 -23 n 6439
599 -10 -20 n 6440
875 -9 -28 n 0
876 -8 -34 n 0
877 -8 -34 n 0
878 -9 -33 n 0
600 -7 -9 n 6445
5 -6 -13 n 6446
412 -6 0 n 0
600 -6 -8 n 6448
5 -5 -12 n 6449
412 -5 1 n 0
405 -7 -7 n 6451
5 -5 -10 n 6452
413 -7 0 n 0
406 -6 -4 n 6454
5 -5 -8 n 6455
414 -5 0 n 0
415 -6 -1 n 6457
416 -3 -4 n 0
582 -7 -5 n 0
898 -8 -8 n 0
714 -9 0 n 6461
714 -2 -1 n 6462
607 -7 -7 n 6463
602 -7 -12 n 6464
8 -4 -15 n 0
709 -2 -2 n 6466
603 4 -3 n 6467
8 7 0 n 6468
608 -8 -6 n 0
709 -2 -1 n 6470
603 4 -3 n 6471
8 7 0 n 6472
608 -8 -6 n 0
709 -3 0 n 6474
603 4 -3 n 6475
8 7 0 n 6476
608 -8 -6 n 0
709 -3 0 n 6478
603 4 -3 n 6479
8 7 0 n 6480
608 -8 -6 n 0
233 -6 -16 f 6482
153 -6 -26 f 6483
20 -6 -32 f 6484
714 -4 0 n 0
237 -7 -15 n 6486
157 -7 -25 n 6487
21 -7 -32 n 6488
714 -5 0 n 0
233 -8 -16 n 6490
153 -8 -26 n 6491
20 -8 -32 n 6492
714 -5 0 n 0
229 -8 -15 n 6494
149 -8 -25 n 6495
18 -8 -31 n 6496
714 -7 0 n 0
225 -7 -16 n 6498
145 -8 -26 n 6499
18 -8 -32 n 6500
714 -7 0 n 0
221 -7 -17 n 6502
141 -7 -26 n 6503
17 -8 -32 n 6504
714 -5 0 n 0
225 -9 -16 f 6506
145 -8 -26 f 6507
18 -8 -32 f 6508
714 -5 0 n 0
231 -8 -15 f 6510
151 -8 -25 f 6511
18 -8 -31 f 6512
714 -5 0 n 0
233 -6 -16 f 6514
153 -6 -26 f 6515
20 -6 -32 f 6516
714 -5 0 n 0
234 -7 -16 f 6518
154 -6 -25 f 6519
20 -6 -31 f 6520
714 -8 0 n 6521
714 -2 -1 n 0
235 -6 -16 f 6523
155 -6 -26 f 6524
20 -6 -32 f 0
236 -6 -15 f 6526
156 -6 -25 f 6527
20 -6 -31 f 0
237 -8 -15 n 6529
157 -7 -25 n 6530
21 -7 -32 n 6531
714 -7 0 n 0
238 -8 -15 n 6533
158 -7 -24 n 6534
21 -7 -31 n 6535
714 -6 0 n 0
239 -7 -16 n 6537
159 -7 -25 n 6538
21 -7 -32 n 6539
714 -5 0 n 0
240 -7 -15 n 6541
160 -7 -24 n 6542
21 -7 -31 n 6543
714 -6 0 n 0
233 -8 -16 n 6545
153 -8 -26 n 6546
20 -8 -32 n 6547
714 -5 0 n 0
234 -7 -16 n 6549
154 -8 -25 n 6550
20 -8 -31 n 6551
714 -3 0 n 6552
714 -8 -1 n 0
235 -8 -16 n 6554
155 -8 -26 n 6555
20 -8 -32 n 6556
714 -6 -1 n 6557
714 -3 -2 n 0
236 -8 -15 n 6559
156 -8 -25 n 6560
20 -8 -31 n 6561
714 -1 0 n 6562
714 -5 -1 n 6563
714 -9 -2 n 0
229 -8 -15 n 6565
149 -8 -25 n 6566
18 -8 -31 n 6567
714 -7 0 n 0
230 -8 -15 n 6569
150 -8 -24 n 6570
18 -8 -30 n 6571
714 -9 0 n 6572
714 -1 0 n 0
231 -8 -15 n 6574
151 -8 -25 n 6575
18 -8 -31 n 6576
714 -7 0 n 0
232 -8 -16 n 6578
152 -8 -24 n 6579
18 -8 -30 n 6580
714 -9 0 n 6581
714 -2 0 n 0
225 -8 -16 n 6583
145 -8 -26 n 6584
18 -8 -32 n 6585
714 -8 0 n 6586
714 -5 -1 n 0
226 -8 -16 n 6588
146 -8 -25 n 6589
18 -8 -31 n 6590
714 -3 -1 n 6591
714 -10 0 n 0
227 -8 -16 n 6593
147 -8 -26 n 6594
18 -8 -32 n 6595
714 -8 0 n 6596
714 -9 -1 n 0
228 -8 -16 n 6598
148 -8 -25 n 6599
18 -8 -31 n 6600
714 -10 0 n 6601
714 -4 -1 n 0
221 -8 -17 n 6603
141 -8 -26 n 6604
17 -9 -32 n 6605
714 -7 0 n 0
222 -8 -17 n 6607
142 -8 -25 n 6608
17 -9 -31 n 6609
714 -6 0 n 0
223 -8 -17 n 6611
143 -8 -26 n 6612
17 -9 -32 n 6613
714 -5 0 n 0
224 -8 -16 n 6615
144 -8 -25 n 6616
17 -9 -31 n 6617
714 -6 0 n 0
225 -8 -16 f 6619
145 -8 -26 f 6620
18 -8 -32 f 6621
714 -4 0 n 6622
714 -7 0 n 0
226 -8 -16 f 6624
146 -8 -25 f 6625
18 -8 -31 f 6626
714 -9 -1 n 6627
714 -2 0 n 0
227 -8 -16 f 6629
147 -8 -26 f 6630
18 -8 -32 f 6631
714 -5 0 n 0
228 -8 -16 f 6633
148 -8 -25 f 6634
18 -8 -31 f 6635
714 -3 0 n 6636
714 -7 -1 n 0
229 -8 -15 f 6638
149 -8 -25 f 6639
18 -8 -31 f 6640
714 -5 0 n 0
230 -8 -15 f 6642
150 -8 -24 f 6643
18 -8 -30 f 6644
714 -3 0 n 6645
714 -9 0 n 0
231 -8 -15 f 6647
151 -8 -25 f 6648
18 -8 -31 f 6649
714 -5 0 n 0
232 -8 -16 f 6651
152 -8 -24 f 6652
18 -8 -30 f 6653
714 -3 0 n 6654
714 -10 0 n 0
233 -6 -16 f 6656
20 -6 -31 f 6657
714 -4 0 n 6658
502 -8 -25 f 0
237 -7 -15 n 6660
21 -7 -32 n 6661
714 -5 0 n 6662
508 -8 -25 f 0
233 -8 -16 n 6664
20 -8 -31 n 6665
714 -5 0 n 6666
502 -6 -25 n 0
229 -8 -15 n 6668
18 -8 -30 n 6669
714 -7 0 n 6670
500 -6 -24 n 0
225 -7 -16 n 6672
18 -8 -32 n 6673
714 -7 0 n 6674
495 -6 -26 n 0
221 -7 -17 n 6676
17 -8 -32 n 6677
714 -5 0 n 6678
494 -7 -26 n 0
225 -9 -16 f 6680
18 -8 -32 f 6681
714 -5 0 n 6682
495 -10 -26 f 0
231 -8 -15 f 6684
18 -8 -30 f 6685
714 -5 0 n 6686
500 -10 -24 f 0
233 -6 -16 f 6688
20 -6 -31 f 6689
714 -5 0 n 6690
502 -8 -25 f 0
234 -7 -16 f 6692
20 -6 -30 f 6693
502 -8 -24 f 6694
714 -8 0 n 6695
714 -3 -1 n 0
235 -6 -16 f 6697
20 -6 -31 f 6698
502 -8 -25 f 6699
714 -8 0 f 0
236 -6 -15 f 6701
20 -6 -30 f 6702
502 -8 -24 f 6703
714 -11 0 f 6704
714 -5 -1 f 0
237 -8 -15 n 6706
21 -7 -32 n 6707
714 -7 0 n 6708
508 -7 -25 n 0
238 -8 -15 n 6710
21 -7 -31 n 6711
714 -6 0 n 6712
508 -7 -24 n 0
239 -7 -16 n 6714
21 -7 -32 n 6715
714 -5 0 n 6716
508 -7 -25 n 0
240 -7 -15 n 6718
21 -7 -31 n 6719
714 -6 0 n 6720
508 -7 -24 n 0
233 -8 -16 n 6722
20 -8 -31 n 6723
714 -5 0 n 6724
502 -6 -25 n 0
234 -7 -16 n 6726
20 -8 -30 n 6727
714 -2 0 n 6728
714 -7 -1 n 6729
502 -6 -24 n 0
235 -8 -16 n 6731
20 -8 -31 n 6732
714 -6 -1 n 6733
714 -3 -2 n 6734
502 -6 -25 n 0
236 -8 -15 n 6736
20 -8 -30 n 6737
714 -1 0 n 6738
714 -5 -1 n 6739
714 -9 -2 n 6740
502 -6 -24 n 0
229 -8 -15 n 6742
18 -8 -30 n 6743
714 -7 0 n 6744
500 -6 -24 n 0
230 -8 -15 n 6746
18 -8 -29 n 6747
714 -9 0 n 6748
714 -1 0 n 6749
500 -6 -23 n 0
231 -8 -15 n 6751
18 -8 -30 n 6752
714 -7 0 n 6753
500 -6 -24 n 0
232 -8 -16 n 6755
18 -8 -29 n 6756
714 -9 0 n 6757
714 -2 0 n 6758
500 -6 -23 n 0
225 -8 -16 n 6760
18 -8 -32 n 6761
714 -8 0 n 6762
714 -5 -1 n 6763
495 -7 -26 n 0
226 -8 -16 n 6765
18 -8 -31 n 6766
714 -3 -1 n 6767
714 -10 0 n 6768
495 -7 -25 n 0
227 -8 -16 n 6770
18 -8 -32 n 6771
714 -8 0 n 6772
714 -9 -1 n 6773
495 -7 -26 n 0
228 -8 -16 n 6775
18 -8 -31 n 6776
714 -10 0 n 6777
714 -4 -1 n 6778
495 -7 -25 n 0
221 -8 -17 n 6780
17 -9 -32 n 6781
714 -7 0 n 6782
494 -8 -26 n 0
222 -8 -17 n 6784
17 -9 -31 n 6785
714 -6 0 n 6786
494 -8 -25 n 0
223 -8 -17 n 6788
17 -9 -32 n 6789
714 -5 0 n 6790
494 -8 -26 n 0
224 -8 -16 n 6792
17 -9 -31 n 6793
714 -6 0 n 6794
494 -8 -25 n 0
225 -9 -16 f 6796
18 -8 -32 f 6797
714 -4 0 n 6798
714 -7 0 n 6799
495 -10 -26 f 0
226 -9 -16 f 6801
18 -8 -31 f 6802
714 -10 -1 n 6803
714 -3 0 n 6804
495 -10 -25 f 0
227 -9 -16 f 6806
18 -8 -32 f 6807
714 -6 0 n 6808
495 -10 -26 f 0
228 -9 -16 f 6810
18 -8 -31 f 6811
714 -4 0 n 6812
714 -8 -1 n 6813
495 -10 -25 f 0
229 -8 -15 f 6815
18 -8 -30 f 6816
714 -5 0 n 6817
500 -10 -24 f 0
230 -8 -15 f 6819
18 -8 -29 f 6820
714 -3 0 n 6821
714 -9 0 n 6822
500 -10 -23 f 0
231 -8 -15 f 6824
18 -8 -30 f 6825
714 -5 0 n 6826
500 -10 -24 f 0
232 -8 -16 f 6828
18 -8 -29 f 6829
714 -3 0 n 6830
714 -10 0 n 6831
500 -10 -23 f 0
233 -6 -16 f 6833
20 -6 -31 f 6834
714 -4 0 n 6835
502 -8 -25 f 0
233 -6 -16 f 6837
20 -5 -31 f 6838
714 -4 0 n 6839
502 -7 -25 f 6840
724 -15 -20 f 0
237 -7 -15 n 6842
21 -7 -32 n 6843
714 -5 0 n 6844
508 -8 -25 f 0
237 -7 -15 n 6846
21 -7 -31 n 6847
714 -5 0 n 6848
508 -8 -24 f 6849
725 -6 -20 f 0
233 -8 -16 n 6851
20 -8 -31 n 6852
714 -5 0 n 6853
502 -6 -25 n 0
233 -8 -16 n 6855
20 -9 -31 n 6856
714 -5 0 n 6857
502 -7 -25 n 6858
724 2 -19 n 0
229 -8 -15 n 6860
18 -8 -30 n 6861
714 -7 0 n 6862
500 -6 -24 n 0
229 -8 -15 n 6864
18 -9 -30 n 6865
714 -7 0 n 6866
500 -7 -24 n 6867
723 4 -23 n 0
225 -7 -16 n 6869
18 -8 -32 n 6870
714 -7 0 n 6871
495 -6 -26 n 0
225 -7 -16 n 6873
18 -9 -32 n 6874
714 -7 0 n 6875
495 -7 -26 n 6876
722 2 -25 n 0
221 -7 -17 n 6878
17 -8 -32 n 6879
714 -5 0 n 6880
494 -7 -26 n 0
221 -7 -17 n 6882
714 -5 0 n 6883
725 -12 -27 n 6884
17 -8 -31 n 6885
494 -7 -25 n 0
225 -9 -16 f 6887
18 -8 -32 f 6888
714 -5 0 n 6889
495 -10 -26 f 0
225 -9 -16 f 6891
18 -7 -32 f 6892
714 -5 0 n 6893
495 -9 -26 f 6894
722 -18 -25 f 0
231 -8 -15 f 6896
18 -8 -30 f 6897
714 -5 0 n 6898
500 -10 -24 f 0
231 -8 -15 f 6900
18 -7 -30 f 6901
714 -5 0 n 6902
500 -9 -24 f 6903
723 -20 -23 f 0
233 -6 -16 f 6905
20 -6 -31 f 6906
714 -5 0 n 6907
502 -8 -25 f 0
234 -7 -16 f 6909
20 -6 -30 f 6910
502 -8 -24 f 6911
714 -8 0 n 6912
714 -3 -1 n 0
235 -6 -16 f 6914
20 -6 -31 f 6915
502 -8 -25 f 6916
714 -8 0 f 0
236 -6 -15 f 6918
20 -6 -30 f 6919
502 -8 -24 f 6920
714 -11 0 f 6921
714 -5 -1 f 6922
724 -17 -19 f 0
237 -8 -15 n 6924
21 -7 -32 n 6925
714 -7 0 n 6926
508 -7 -25 n 0
238 -8 -15 n 6928
21 -7 -31 n 6929
714 -6 0 n 6930
508 -7 -24 n 0
239 -7 -16 n 6932
21 -7 -32 n 6933
714 -5 0 n 6934
508 -7 -25 n 6935
725 -7 -21 f 0
240 -7 -15 n 6937
21 -7 -31 n 6938
714 -6 0 n 6939
508 -7 -24 n 0
233 -8 -16 n 6941
20 -8 -31 n 6942
714 -5 0 n 6943
502 -6 -25 n 0
234 -7 -16 n 6945
20 -8 -30 n 6946
714 -2 0 n 6947
714 -7 -1 n 6948
502 -6 -24 n 0
235 -8 -16 n 6950
20 -8 -31 n 6951
714 -6 -1 n 6952
714 -3 -2 n 6953
502 -6 -25 n 6954
724 2 -19 n 0
236 -8 -15 n 6956
20 -8 -30 n 6957
714 -1 0 n 6958
714 -5 -1 n 6959
714 -9 -2 n 6960
502 -6 -24 n 0
229 -8 -15 n 6962
18 -8 -30 n 6963
714 -7 0 n 6964
500 -6 -24 n 0
230 -8 -15 n 6966
18 -8 -29 n 6967
714 -9 0 n 6968
714 -1 0 n 6969
500 -6 -23 n 0
231 -8 -15 n 6971
18 -8 -30 n 6972
714 -7 0 n 6973
500 -6 -24 n 6974
723 5 -23 n 0
232 -8 -16 n 6976
18 -8 -29 n 6977
714 -9 0 n 6978
714 -2 0 n 6979
500 -6 -23 n 0
225 -8 -16 n 6981
18 -8 -32 n 6982
714 -8 0 n 6983
714 -5 -1 n 6984
495 -7 -26 n 0
226 -8 -16 n 6986
18 -8 -31 n 6987
714 -3 -1 n 6988
714 -10 0 n 6989
495 -7 -25 n 0
227 -8 -16 n 6991
18 -8 -32 n 6992
714 -8 0 n 6993
714 -9 -1 n 6994
495 -7 -26 n 6995
722 2 -25 n 0
228 -8 -16 n 6997
18 -8 -31 n 6998
714 -10 0 n 6999
714 -4 -1 n 7000
495 -7 -25 n 0
221 -8 -17 n 7002
17 -9 -32 n 7003
714 -7 0 n 7004
494 -8 -26 n 0
222 -8 -17 n 7006
17 -9 -31 n 7007
714 -6 0 n 7008
494 -8 -25 n 0
223 -8 -17 n 7010
714 -5 0 n 7011
725 -12 -29 n 7012
17 -9 -32 n 7013
494 -8 -26 n 0
224 -8 -16 n 7015
17 -9 -31 n 7016
714 -6 0 n 7017
494 -8 -25 n 0
225 -9 -16 f 7019
18 -8 -32 f 7020
714 -4 0 n 7021
714 -7 0 n 7022
495 -10 -26 f 0
226 -9 -16 f 7024
18 -8 -31 f 7025
714 -10 -1 n 7026
714 -3 0 n 7027
495 -10 -25 f 0
227 -9 -16 f 7029
18 -8 -32 f 7030
714 -6 0 n 7031
495 -10 -26 f 7032
722 -19 -25 f 0
228 -9 -16 f 7034
18 -8 -31 f 7035
714 -4 0 n 7036
714 -8 -1 n 7037
495 -10 -25 f 0
229 -8 -15 f 7039
18 -8 -30 f 7040
714 -5 0 n 7041
500 -10 -24 f 0
230 -8 -15 f 7043
18 -8 -29 f 7044
714 -3 0 n 7045
714 -9 0 n 7046
500 -10 -23 f 0
231 -8 -15 f 7048
18 -8 -30 f 7049
714 -5 0 n 7050
500 -10 -24 f 7051
723 -21 -23 f 0
232 -8 -16 f 7053
18 -8 -29 f 7054
714 -3 0 n 7055
714 -10 0 n 7056
500 -10 -23 f 0
187 -8 -12 n 7058
185 -8 -20 n 7059
23 -7 -24 n 7060
714 -6 0 n 0
188 -8 -10 n 7062
186 -9 -15 n 7063
23 -7 -15 n 7064
714 -8 0 n 7065
714 -8 0 n 7066
714 -8 0 n 7067
714 -4 -1 n 0
675 -8 -17 n 7069
670 -8 -26 n 7070
23 -7 -26 n 7071
714 -4 0 n 7072
714 -8 -1 n 0
675 -8 -18 n 7074
670 -8 -27 n 7075
23 -7 -27 n 7076
714 -8 -2 n 7077
714 -4 -1 n 0
674 -8 -17 f 7079
22 -12 -29 f 7080
669 -12 -27 f 7081
714 -5 0 f 7082
714 -11 0 f 0
674 -9 -17 f 7084
22 -13 -29 f 7085
669 -13 -27 f 7086
714 -12 0 f 7087
714 -6 0 f 0
714 -10 -1 f 7089
676 -5 -17 f 7090
17 -5 -28 f 7091
671 -5 -27 n 7092
714 -3 0 n 0
714 -10 0 f 7094
676 -5 -16 f 7095
17 -5 -27 f 7096
671 -5 -26 n 7097
714 -3 1 n 0
674 -6 -17 n 7099
22 -2 -29 n 7100
669 -2 -27 n 7101
714 -9 0 n 7102
714 -3 0 n 0
674 -5 -17 n 7104
22 -1 -29 n 7105
669 -1 -27 n 7106
714 -2 0 n 7107
714 -8 0 n 0
239 -8 -16 n 7109
670 -10 -26 n 7110
23 -8 -28 n 7111
872 -9 -20 n 0
239 -8 -16 n 7113
670 -10 -26 n 7114
23 -8 -28 n 7115
873 -10 -25 n 0
239 -8 -16 n 7117
670 -10 -26 n 7118
23 -8 -28 n 7119
874 -9 -29 n 0
239 -8 -16 n 7121
670 -10 -26 n 7122
23 -8 -28 n 7123
875 -9 -30 n 0
876 -8 -36 n 0
877 -8 -36 n 0
878 -8 -33 n 0
229 -8 -15 n 7128
22 -9 -28 f 7129
669 -7 -26 f 7130
872 -10 -22 n 0
229 -8 -15 n 7132
22 -9 -28 f 7133
669 -7 -26 f 7134
873 -11 -26 n 0
229 -8 -15 n 7136
22 -9 -28 f 7137
669 -7 -26 f 7138
874 -9 -29 n 0
229 -8 -15 n 7140
22 -9 -28 f 7141
669 -7 -26 f 7142
875 -9 -30 n 0
876 -8 -36 n 0
877 -8 -36 n 0
878 -9 -34 n 0
222 -8 -17 n 7147
17 -8 -28 n 7148
671 -7 -27 n 7149
872 -9 -22 n 0
222 -8 -17 n 7151
17 -8 -28 n 7152
671 -7 -27 n 7153
873 -10 -26 n 0
222 -8 -17 n 7155
17 -8 -28 n 7156
671 -7 -27 n 7157
874 -9 -30 n 0
222 -8 -17 n 7159
17 -8 -28 n 7160
671 -7 -27 n 7161
875 -9 -31 n 0
876 -8 -37 n 0
877 -8 -37 n 0
878 -11 -34 n 0
229 -8 -15 f 7166
22 -7 -28 n 7167
669 -9 -26 n 7168
872 -8 -21 n 0
229 -8 -15 f 7170
22 -7 -28 n 7171
669 -9 -26 n 7172
873 -8 -26 n 0
229 -8 -15 f 7174
22 -7 -28 n 7175
669 -9 -26 n 7176
874 -8 -30 n 0
229 -8 -15 f 7178
22 -7 -28 n 7179
669 -9 -26 n 7180
875 -8 -31 n 0
876 -8 -37 n 0
877 -8 -37 n 0
878 -9 -36 n 0
412 -6 0 n 7185
670 -6 -10 n 7186
21 -5 -13 n 0
670 -5 -9 n 7188
21 -4 -13 n 7189
412 -5 1 n 0
413 -7 0 n 7191
408 -6 -6 n 7192
21 -5 -9 n 0
414 -5 0 n 7194
21 -5 -7 n 7195
403 -6 -3 n 0
415 -6 -1 n 7197
416 -3 -4 n 0
582 -7 -5 n 0
714 -3 0 f 7200
714 -10 -1 f 7201
677 -5 -8 f 7202
672 -5 -13 f 7203
23 -8 -16 f 0
709 -10 -2 f 7205
678 -3 -7 f 7206
673 -16 -4 f 7207
24 -18 1 f 0
709 -10 -1 f 7209
678 -3 -7 f 7210
673 -16 -4 f 7211
24 -18 1 f 0
709 -9 0 f 7213
678 -3 -7 f 7214
673 -16 -4 f 7215
24 -18 1 f 0
709 -9 0 f 7217
678 -3 -7 f 7218
673 -16 -4 f 7219
24 -18 1 f 0
982 -7 -13 n 0
983 -7 -13 n 0
984 -7 -13 n 0
985 -7 -13 n 0
986 -7 -14 n 0
961 -6 -16 n 0
1086 -6 -13 n 0
961 -7 -16 f 0
1086 -7 -13 f 0
962 -6 -16 n 0
1087 -6 -13 n 0
962 -7 -16 f 0
1087 -7 -13 f 0
963 -5 -14 n 0
1088 -5 -13 n 0
963 -8 -14 f 0
1088 -8 -13 f 0
964 -5 -13 n 0
1089 -5 -12 n 0
964 -8 -13 f 0
1089 -8 -12 f 0
965 -6 -11 n 0
1090 -6 -10 n 0
965 -8 -11 f 0
1090 -8 -10 f 0
966 -6 -11 n 0
1091 -6 -10 n 0
966 -8 -11 f 0
1091 -8 -10 f 0
967 -8 -15 n 0
1092 -8 -15 n 0
967 -5 -15 f 0
1092 -5 -15 f 0
968 -8 -15 n 0
1093 -8 -15 n 0
968 -5 -15 f 0
1093 -5 -15 f 0
969 -8 -15 n 0
1094 -8 -15 n 0
969 -5 -15 f 0
1094 -5 -15 f 0
970 -8 -15 n 0
1095 -8 -15 n 0
970 -5 -15 f 0
1095 -5 -15 f 0
971 -8 -15 n 0
1096 -8 -15 n 0
971 -5 -15 f 0
1096 -5 -15 f 0
972 -3 -8 n 0
1097 -3 -8 n 0
972 -10 -8 f 0
1097 -10 -8 f 0
973 -3 -8 n 0
1098 -3 -8 n 0
973 -10 -8 f 0
1098 -10 -8 f 0
974 -3 -8 n 0
1099 -3 -8 n 0
974 -10 -8 f 0
1099 -10 -8 f 0
975 -3 -8 n 0
1100 -3 -8 n 0
975 -10 -8 f 0
1100 -10 -8 f 0
976 -3 -8 n 0
1101 -3 -8 n 0
976 -10 -8 f 0
1101 -10 -8 f 0
1522 -14 -55 f 0
1522 -15 -55 n 0
1523 -14 -55 f 0
1524 -14 -55 f 0
1523 -15 -55 n 0
1524 -15 -55 n 0
1525 -14 -55 f 0
1525 -15 -55 n 0
1524 -14 -55 f 0
1523 -14 -55 f 0
1524 -15 -55 n 0
1523 -15 -55 n 0
1529 -13 -37 f 0
1529 -16 -37 n 0
1530 -13 -37 f 0
1531 -13 -37 f 0
1530 -16 -37 n 0
1531 -16 -37 n 0
1532 -13 -7 f 0
1532 -16 -7 n 0
1531 -13 -37 f 0
1530 -13 -37 f 0
1531 -16 -37 n 0
1530 -16 -37 n 0
1541 -14 -39 f 0
1541 -16 -39 n 0
1542 -14 -39 f 0
1543 -14 -39 f 0
1542 -16 -39 n 0
1543 -16 -39 n 0
1544 -14 -39 f 0
1544 -16 -39 n 0
1543 -14 -39 f 0
1542 -14 -39 f 0
1543 -16 -39 n 0
1542 -16 -39 n 0
1537 -14 -55 f 0
1537 -16 -55 n 0
1538 -14 -55 f 0
1539 -14 -55 f 0
1538 -16 -55 n 0
1539 -16 -55 n 0
1540 -14 -55 f 0
1540 -16 -55 n 0
1539 -14 -55 f 0
1538 -14 -55 f 0
1539 -16 -55 n 0
1538 -16 -55 n 0
1533 -14 -39 f 0
1533 -16 -39 n 0
1534 -14 -39 f 0
1535 -14 -39 f 0
1534 -16 -39 n 0
1535 -16 -39 n 0
1536 -14 -39 f 0
1536 -16 -39 n 0
1535 -14 -39 f 0
1534 -14 -39 f 0
1535 -16 -39 n 0
1534 -16 -39 n 0
213 -7 -17 f 7350
113 -7 -24 f 7351
11 -7 -30 f 7352
714 -5 0 n 0
217 -7 -14 n 7354
13 -7 -30 n 7355
714 -6 0 n 7356
120 -8 -23 n 0
213 -6 -17 n 7358
113 -6 -24 n 7359
714 -4 0 n 7360
12 -6 -30 n 0
209 -6 -15 n 7362
109 -6 -23 n 7363
11 -6 -30 n 7364
714 -5 0 n 0
205 -6 -15 n 7366
105 -7 -24 n 7367
10 -7 -30 n 7368
714 -5 0 n 0
201 -7 -15 n 7370
9 -7 -30 n 7371
714 -5 0 n 7372
102 -7 -23 n 0
207 -8 -15 f 7374
107 -7 -24 f 7375
10 -7 -30 f 7376
714 -6 0 n 0
209 -8 -15 f 7378
109 -8 -23 f 7379
11 -7 -30 f 7380
714 -5 0 n 0
213 -7 -17 f 7382
113 -7 -25 f 7383
714 -5 0 n 7384
12 -7 -31 f 0
214 -7 -16 f 7386
114 -7 -24 f 7387
714 -8 0 n 7388
714 -3 -2 n 7389
714 -6 -1 n 7390
12 -7 -30 f 0
215 -7 -17 f 7392
115 -7 -25 f 7393
714 -5 -1 n 7394
12 -7 -31 f 0
216 -7 -15 f 7396
116 -7 -24 f 7397
714 -10 -1 n 7398
714 -1 -2 n 7399
714 -5 -1 n 7400
12 -7 -30 f 0
217 -7 -14 n 7402
117 -7 -23 n 7403
13 -7 -30 n 7404
714 -6 0 n 0
218 -7 -15 n 7406
118 -7 -24 n 7407
13 -7 -31 n 7408
714 -5 0 n 0
219 -8 -14 n 7410
119 -8 -23 n 7411
13 -7 -30 n 7412
714 -4 0 n 0
220 -8 -15 n 7414
120 -8 -24 n 7415
13 -7 -31 n 7416
714 -5 0 n 0
213 -6 -17 n 7418
113 -6 -25 n 7419
714 -4 0 n 7420
12 -6 -31 n 0
214 -6 -16 n 7422
114 -6 -24 n 7423
714 -1 0 n 7424
714 -5 -1 n 7425
714 -7 -2 n 7426
12 -6 -30 n 0
215 -6 -17 n 7428
115 -6 -25 n 7429
714 -5 -1 n 7430
12 -6 -31 n 0
216 -6 -15 n 7432
116 -6 -24 n 7433
714 1 -1 n 7434
714 -8 -2 n 7435
714 -5 -2 n 7436
12 -6 -30 n 0
209 -6 -16 n 7438
109 -6 -24 n 7439
11 -6 -31 n 7440
714 -5 -1 n 0
210 -6 -14 n 7442
110 -6 -23 n 7443
11 -6 -30 n 7444
714 -7 -1 n 7445
714 0 -1 n 0
211 -6 -15 n 7447
111 -6 -24 n 7448
11 -6 -31 n 7449
714 -5 0 n 0
212 -6 -14 n 7451
112 -6 -23 n 7452
11 -6 -30 n 7453
714 -7 0 n 7454
714 -1 0 n 0
205 -8 -15 n 7456
105 -8 -23 n 7457
10 -8 -29 n 7458
714 -6 0 n 0
